month,day,event
9,12,"During the third 2020 Democratic Party presidential primaries debate Democratic presidential candidate Beto O’Rourke, arguing for a mandatory buyback of assault weapons, declares, “Hell yes, we are going to take your AR-15, AK-47.” "
9,13,"Actress Felicity Huffman is sentenced to 14 days in prison, a fine of $30,000 and 250 hours of community service for her involvement in the college admissions scandal."
9,15,Drug company Purdue Pharma files for bankruptcy in response to lawsuits related to the opioid epidemic.
9,16,"48,000 union members of the United Automobile Workers go on strike against General Motors."
9,16,"Saturday Night Live fires comedian Shane Gillis after his anti-Asian and anti-gay videos come to light. Presidential candidate Andrew Yang, who is Taiwanese-American and was called a “Jew c***k,” forgives Gillis."
9,16,An 18-year-old Oklahoma woman is arrested for felony terrorist hoax. She was in possession of an AK-47 and a shotgun at the time of the arrest.
9,17,"33 inches of rain from Tropical Storm Imelda falls on Hamshire and other areas of southeastern Texas, causing severe flooding."
9,18,President Donald Trump revokes California's authority to set its own auto emission standards.
9,19,President and CEO Dennis Veilleux of gun manufacturer Colt announces the company will stop producing rifles such as the AR-15 for personal use.
9,19,30 Afghan nut farmers are killed and 40 injured in a U.S. drone attack in Nangarhar Province.
9,19,"HUD Secretary Ben Carson is accused by members of his department of making transphobic remarks at a meeting in San Francisco. He says his comments about ""big, hairy men"" using women's homeless shelters were a ""mischaracterization."""
9,19,"Six-year-old Kaia Rolle is handcuffed, fingerprinted, mug-shot, and charged with battery after throwing a tantrum at Lucious and Emma Nixon Academy, a charter school in Orlando, Florida. The same police officer also arrested an eight-year-old in an unrelated incident the same day. The officer was subsequently suspended."
9,20,Thousands of students across the United States join their counterparts world-wide in demonstrations against climate change. The demonstrations are led by 16-year-old Swedish activist Greta Thunberg and 12-year-old Colorado activist Haven Coleman.
9,20,New York Mayor Bill de Blasio announces his withdrawal from the 2020 Democratic Party presidential primaries.
9,20,"Ten Democratic presidential candidates participate in a LGBTQ Forum sponsored by GLAAD, The Advocate, One Iowa, and The Gazette."
9,20,"The proposed ""invasion"" by 2,000,000 truth-seekers of the classified Air Force base known as Area 51 falls short of its goal by about 1,999,970 participants. Only the Pentagon takes it seriously, threatening to bomb participants. They later apologize."
9,21,President Donald Trump approves deployment of several hundred troops and military equipment including Patriot missiles to Saudi Arabia and United Arab Emirates following the September 14 attack on Saudi oil refineries.
9,21,At least five deaths are reported due to Tropical Storm Imelda in southeast Texas. 40 inches (101.6 cm) of rain falls in 72 hours in one of the wettest tropical storms in American history.
9,21,Greek police arrest a 65-year-old Lebanese suspect in the 1985 hijacking of TWA Flight 847 and the death of U.S. Navy Petty Officer Robert Stethem.
9,21,"The Federal Bureau of Investigation announces a $15,000 reward in search of individuals involved in three arson attacks on Roman Catholic churches that serve Hispanics and migrants in El Paso, Texas."
9,21,"Vice President Mike Pence ignores a century-old tradition that prohits motor vehicles on Mackinac Island, Michigan, when he sent an eight-car motorcade to a Republican Party meeting."
9,22,"Three men are dead and four are hospitalized due to a mysterious ""medical situation"" in Pittsburgh. All are believed to be middle-aged men, and all were wearing orange wristbands."
9,24,Speaker of the House Nancy Pelosi announces the start of a formal impeachment inquiry against President Trump.
9,24,The United States Navy announces three suicides aboard the USS George H.W. Bush in one week.
9,25,"The White House releases details of a July 25 phone call between President Trump and Volodymyr Zelensky, in which Trump asks the Ukrainian President to investigate Democratic presidential candidate Joe Biden."
9,26,"The Trump administration says it plans to allow only 18,000 refugees to resettle in the United States in the 2020 fiscal year, its lowest level since the modern program began in 1980."
9,27,"The New York Times reports that Wayne LaPierre, chief of the National Rifle Association offered President Trump ""financial support for the president's defense"" if the president will ""stop the games"" on gun-control legislation. The NRA denies any wrongdoing."
9,27,"Kurt Volker, special envoy to Ukraine, resigns."
9,28,"Sixty-seven climate change protesters are arrested at a coal plant in Bow, New Hampshire."
9,28,"Coal miners in Cumberland, Kentucky have called off the protest that began two months ago against their employer, Blackjewel, when the company suddenly declared bankruptcy and did not pay their wages. They intend to continue their fight in court."
9,30,New York Congressman Chris Collins resigns and then pleads guilty to insider trading and lying to the FBI.
9,30,"California governor Gavin Newsom signs a law over the objections of the National Collegiate Athletic Association that allows college athletes to be financially compensated for the use of their names, images, and likenesses."
10,1,"The first cannabis cafe in the United States opens in Los Angeles, California."
10,1,The Florida Department of Education announces that some teachers in some districts will be allowed to carry guns in schools.
10,2,"Gabby Giffords and March for Our Lives host a forum on gun safety for 2020 presidential candidates in Las Vegas, Nevada. Nine candidates laid out plans for stronger gun control. Senator Bernie Sanders does not attend as he is recovering from an operation."
10,2,Senate Democrats ask the IRS to revoke the tax-exempt status of the NRA.
10,2,"California becomes the second state, after North Dakota, to allow the establishment of public banks as an alternative to commercial banks. The idea is to provide low-interest loans for businesses, affordable housing, and municipal infrastructure."
10,2,"Dallas police officer Amber Guyger is sentenced to 10 years in prison after being found guilty of murdering Botham Jean in his home. This is the first time a white female police officer has been convicted of murdering an unarmed black man. Joshua Brown, a key witness in the trial, is killed two days later."
10,2,Ten anti-drone protesters are arrested at Creech Air Force Base in Nevada.
10,3,Finland agrees to return Native American remains and other artifacts stolen in 1891 to Mesa Verde National Park in Colorado.
10,3,"CNN refuses to run an ad for the Donald Trump 2020 presidential campaign, saying it includes false claims against former Vice President Joe Biden. Fox News rejects a request from the Joe Biden 2020 presidential campaign to not run the ad either."
10,3,President Trump calls on Ukraine and China to investigate former Vice President Joe Biden and his son Hunter Biden.
10,3,The Washington Post reports an Internal Revenue Service employee filed a whistleblower complaint reporting that an unnamed political appointee at the United States Department of the Treasury tried to interfere with the tax audits for President Trump or Vice President Mike Pence.
10,3,"European Commission spokesperson Daniel Rosario threatens retaliatory measures if the United States imposes a US$7.5 billion (€6.823 billion) tariff on products such as olives, whiskey, wine, cheese, yogurt, and airplanes. The tariffs are scheduled to take effect on October 18."
10,4,"Microsoft says a group called Phosphorus, which is linked to the Iranian government, has attempted to hack accounts belonging to American journalists, former government officials, and the 2020 United States presidential election, as well as prominent Iranians living outside Iran."
10,4,"The Bureau of Land Management ends a five-year moratorium on leasing federal land in California to fossil fuel companies, opening 725,000 acres (1100 sq. miles; 29,000 ha) to drilling in San Benito, Monterey, and Fresno counties."
10,4,"Defense Secretary Mark Esper says the United States has picked up its attacks in Afghanistan since peace talks with the Taliban fell apart last month. In August, Politico reported that the U.S. troop strength is about 13,000, fewer than the authorized 14,000."
10,4,"A report by the Associated Press finds that 1,700 Roman Catholic priests accused of being sex offenders live freely in the United States."
10,7,"Federal judge Victor Marrero orders Trump to turn over eight years of tax returns, saying he cannot endorse a ""categorical and limitless assertion of presidential immunity from judicial process."" An appeals court grants a temporary stay of the order."
10,9,"The Wall Street Journal reports that two foreign-born businessmen, close associates of Rudy Giuliani, have been arrested on campaign finance violation charges. Igor Fruman (Belarusian) and Lev Parnas (Ukrainian), worked with Giulliani in trying to convince the Ukraine government to find dirt on former Vice President Joe Biden."
10,11,"President Trump's 4th U.S. Homeland Security Advisor, Kevin McAleenan, resigns."
10,11,"Marie Yovanovitch, the former ambassador to Ukraine, testifies at the Impeachment inquiry against Donald Trump. Former diplomats and oversight committee members praise Yovanovitch's ""bravery"" for testifying in response to a subpoena but in defiance of a State Department order."
10,11,"100,000 people in northern Los Angeles County, California are evacuated as the Saddle Ridge Fire grows to more than 7,500 acres and is 13% contained. 25 homes are destroyed and one death is reported."
10,11,Defense Secretary Mark Esper announces that the U.S. is sending additional troops and weapons to Saudi Arabia.
10,12,"Students at Georgia Southern University burn books written by Jennine Capó Crucet, a Cuban-American author, who had been invited to the school to discuss white privilege."
10,12,Democratic incumbent Governor of Louisiana John Bel Edwards is narrowly forced into a run-off in his bid for a second term. He advances to a runoff (November 16) with wealthy Republican businessman Eddie Rispone.
10,12,Two people are killed and 20 injured when a Hard Rock Hotel and Casino under construction in downtown New Orleans partially collapses.
10,14,"Indigenous Peoples' Day is celebrated in Alaska, Minnesota, and North Carolina as well as several cities."
10,15,"Twelve Democratic presidential candidates appear on the same stage at Otterbein University in Westerville, Ohio in a debate sponsored by The New York Times and CNN."
10,18,"The United States Department of State finishes its investigation into Hillary Clinton's email controversy, citing violations by 38 people, some of whom may be punished. The State Department determined that there was ""deliberate mishandling of classified information""."
10,18,"The Bureau of Population, Refugees, and Migration announces that refugee flights to the United States have been canceled for the second time, as refugees are capped at 18,000."
10,19,"26,000 people attend a campaign rally for Bernie Sanders in Long Island City, Queens, New York. Representative Alexandria Ocasio-Cortez officially endorses him."
10,21,"Four drug companies, McKesson Corporation, Cardinal Health, AmerisourceBergen, and Teva Pharmaceutical Industries, reach a $260 million out-of-court settlement with Summit County and Cuyahoga County, Ohio in the Opioid epidemic in the United States."
10,21,"Thirty Republican Members of the House of Representatives, led by Matt Gaetz, storm a secure hearing room and violate security precautions, demanding they be allowed to participate in the Impeachment inquiry against Donald Trump despite not being members of the committees that are investigating the president."
10,23,Google announces that its 53-qubit 'Sycamore' processor has achieved quantum supremacy.
10,25,Representative Tim Ryan withdraws from the 2020 Democratic Party presidential primaries.
10,25,"Senator Kamala Harris announces she is withdrawing from the October 25–27 Second Step Presidential Justice Forum at Benedict College in Columbia, South Carolina, after learning that President Trump was scheduled to receive an award. Former Vice President Joe Biden, Senator Elizabeth Warren, Senator Bernie Sanders, Mayor Pete Buttigieg, former Secretary Julian Castro, Senator Amy Klobuchar, Representative John Delaney, and Representative Tulsi Gabbard are still expected to attend. Trump receives the award for his leadership in the passage of the First Step Act."
10,25,The longest strike in General Motors' history ends when 57% of the members of the United Automobile Workers union vote to ratify a contract.
10,25,"Journalist Max Blumenthal (""The Grayzone"") is arrested and charged with assault in a case related to a May 7 incident at the Venezuelan embassy in Washington, DC."
10,26,"Senator Kamala Harris reverses herself on participation in the ""Second Step Justice Forum"" after 20/20 Club drops its sponsorship. Senator Cory Booker announces he will attend also."
10,26,"Two are killed and at least twelve injured at a shooting during a party in Greenville, Texas, celebrating the homecoming of Texas A&M University–Commerce."
10,27,"President Trump announces that the leader of the Islamic State of Iraq and the Levant, Abu Bakr al-Baghdadi, was killed in a U.S. special forces operation on October 26. It was reported that Baghdadi detonated a suicide vest after being chased into a tunnel."
10,27,Representative Katie Hill resigns amid accusations she had an illicit sexual relationship with a staff member. Hill denies the accusation.
10,27,"200,000 people evacuate wildfires in Northern California that destroy 79 structures including 31 homes. Governor Gavin Newsom declares a state of emergency."
10,28,A North Carolina court rules that the state can't proceed with next year's House primary elections due to political gerrymandering.
10,28,"On his first visit to Chicago, President Donald Trump calls the city ""embarrassing to us as a nation"" and blasts the police superintendent for not attending his speech at the International Association of Chiefs of Police. Thousands protest against Trump, who called for ""a surge,"" or militarization, of the nation's police."
10,29,The National Collegiate Athletic Association announces they will allow college athletes to be paid. New rules must be ready no later than January 2021.
10,29,"A rupture occurs in the Keystone Pipeline near Edinburg, North Dakota with an estimated 9,120 barrels spilled. This is the second significant spill in two years."
10,29,Murray Energy files for Chapter 11 bankruptcy protection.
10,30,"Dr. Michael Baden, one of the world's leading forensic pathologists, describes his findings of the Jeffrey Epstein suicide, noting that the financier's injuries appeared more consistent with murder than suicide, contradicting an earlier report by the New York City Medical Examiner. Dr. Barbara Sampson, the chief Medical Examiner, sticks by the original finding that Epstein's death was due to suicide by hanging."
10,30,"Wildfires rage across California, with a rare ""extreme red-flag warning"" issued from weather officials, as gusts exceed 70 mph (113 km/h)."
10,30,"The Federal Reserve lowers its benchmark interest rate by a quarter point, to a range of 1.5% to 1.75%, the third cut in four months."
10,30,Social media website Twitter bans all political advertising worldwide.
10,30,"The Washington Nationals defeat the Houston Astros in the seventh and deciding game of the 2019 World Series, capturing their first championship in franchise history."
10,31,The House of Representatives votes 232–196 in favor of formally proceeding with an impeachment inquiry against President Trump.
10,31,The United States Department of the Treasury announces that federal debt surpasses $23 trillion for the first time. This is a 16% increase since Donald Trump became president in 2017.
10,31,"Five are killed and four wounded in a shooting at a house party in Orinda, California."
11,1,Former Representative Beto O'Rourke suspends his campaign for the 2020 Democratic Party presidential nomination.
11,1,A law that allows almost all citizens to open carry guns goes into effect in Oklahoma.
11,1,"Oklahoma commutes 500 prison sentences, the largest number in the state's history."
11,2,The Washington Post reports that the United States-Mexico Border Wall has been easily breached multiple times using inexpensive and easily attainable electric saws.
11,3,President Trump threatens to cut off federal aid to combat California wildfires.
11,3,McDonald's CEO Steve Easterbrook is fired for having a consensual relationship with an employee.
11,5,The Federal Communications Commission approves a merger between T-Mobile and Sprint Corporation.
11,5,2019 Virginia Senate election & 2019 Virginia House of Delegates election: Democrats take control of the legislature for the first time in twenty years.
11,5,New York City voters approve a ballot measure that would establish ranked-choice voting in primary and special elections for all local offices beginning in 2021.
11,6,"Donald Trump Jr. Tweets a Breitbart News link purportedly revealing the name of the whistleblower whose allegations started the Impeachment inquiry against Donald Trump. Sen. Rand Paul (R-KY) called for the media to release the person's name. Rep. Louie Gohmert (R-Texas), said the name out loud in a hearing unrelated to the impeachment inquiry."
11,6,"The San Francisco Chronicle publishes a report that says the Halloween shooting at an Airbnb rental property in Orinda, California is part of a pattern of violence at such parties, involving the shooting of 42 people and 17 deaths."
11,6,"Transcripts released from the closed-door hearings of the impeachment inquiry against Donald Trump reveal that witnesses were concerned about a quid pro quo (English: ""this for that"") holding up millions of dollars in aid to Ukraine in return for dirt on Hunter Biden and his father, former Vice President Joe Biden. Witnesses were Marie Yovanovitch and Michael McKinley, Bill Taylor, Gordon Sondland and Kurt Volker, George Kent, Alexander Vindman, Fiona Hill, and Laura Cooper. Lawyer Rudy Giuliani hires three attorneys as his dealings in Ukraine have attracted the scrutiny of federal prosecutors and House impeachment investigators."
11,7,"Two former Twitter employees are charged with spying for Saudi Arabia. Ahmad Abouammo, a U.S. citizen, was arrested in Seattle on November 3, but Ali Alzabarah, a Saudi citizen, is presumably back in the Middle East."
11,7,"The Weather Channel, Mother Jones, and ""Climate Desk"" sponsor a one-hour special about Climate change mitigation featuring five Democratic and three Republican candidates in the 2020 United States presidential election."
11,8,"Transform Holdco LLC, which purchased nearly all of the assets of Sears Holdings Corp in February, announces that it will be closing 96 Sears and K-Mart stores across the country."
11,8,"By filing as a candidate in Alabama, former New York mayor Michael Bloomberg officially declares his candidacy for the 2020 Democratic Party presidential nomination."
11,12,The Southern Poverty Law Center publishes a report accusing White House aid Stephen Miller of promoting white nationalism. Eventually over 80 Democratic Members of Congress call on him to resign
11,13,"The first public hearings of the Trump impeachment inquiry are held, beginning with Bill Taylor and George Kent.[citation needed]"
11,13,United States Department of Justice proposes a program to reduce gun violence.
11,14,Managing director of Bain Capital and former Governor of Massachusetts Deval Patrick announces his candidacy for President.
11,14,New Jersey demands Uber pay $640 million in taxes and fines for wrongly classifying employees as independent contract workers.
11,14,Taylor Swift says talent agent Scooter Braun and her former label CEO Scott Borchetta are prohibiting her from performing some of her old songs.
11,15,President Trump pardons two officers convicted of war crimes and restores the rank to a third.
11,15,Roger Stone is found guilty on all seven felony counts over lying to Congress and witness tampering.
11,17,"Four people are killed and six are wounded in a shooting at a football-watch party in Fresno, California."
11,18,"Smithsonian National Zoo returns a four year-old giant panda named ""Bei Bei"" to China."
11,18,"Representative Eric Swalwell farts aloud while being interviewed on MSNBC by Chris Matthews, sparking #FartGate online. Swalwell denies ripping the fart and pins the blame on either Matthews or a moving mug."
11,20,"At the Trump impeachment hearing, Gordon Sondland states that there was a quid pro quo in the Ukraine scandal, pushed by Rudy Giuliani and ordered by Trump."
11,20,The fifth Democratic Party presidential debate is held in Atlanta and hosted by MSNBC and The Washington Post.
11,21,"At a showcase in Los Angeles, Tesla CEO Elon Musk unveils the Tesla Cybertruck, the company's first electric pickup truck."
11,23,More than 100 students and alumni from Harvard and Yale protest the universities' complicity in climate change by running onto the field during half-time at the annual Harvard–Yale football game.
11,24,"Former New York Mayor Michael Bloomberg, 77, officially announces his campaign for the 2020 Democratic Party presidential nomination."
11,24,President Trump orders Defense Secretary Mark Esper to fire Navy Secretary Richard Spencer after the latter removes Eddie Gallagher from SEAL Team 7.
11,25,"President Trump signs the Preventing Animal Cruelty and Torture Act (PACT Act) into law, making animal cruelty a federal felony. The bill expands on 2010 legislation that made creation or distribution of ""animal crushing"" videos illegal."
11,25,"Conan, the Special Operations Military Working Dog that participated in the raid on ISIL leader Abu Bakr al-Baghdadi, is honored at the White House."
11,25,A federal judge rules that former White House counsel Don McGahn must testify to House impeachment investigators. The Justice Department plans to appeal the ruling.
11,27,The federal government passes the Hong Kong Human Rights and Democracy Act.
12,1,The White House announces that President Donald Trump will not participate in the House Judiciary Committee impeachment hearing on December 3.
12,1,Former Representative Joe Sestak withdraws from the 2020 Democratic Party presidential primaries.
12,1,Energy Secretary Rick Perry resigns.
12,2,Former Montana Governor Steve Bullock withdraws from the 2020 Democratic Party presidential primaries.
12,2,Representative Duncan Hunter (R-CA) pleads guilty to corruption charges and resigns from Congress.
12,2,At least six people die in Thanksgiving-weekend storms. More than 150 flights are canceled and 900 are delayed.
12,3,Senator Kamala Harris suspends her campaign for the 2020 Democratic Party presidential nomination.
12,3,The House Intelligence Committee releases a report accusing President Donald Trump of using his office to further his personal interests.
12,5,"Huawei submits a petition in the United States Court of Appeals for the Fifth Circuit against the FCC's decision to prohibit rural U.S. network providers from using equipment from the China-based vendor due to national security concerns, asking that the recent FCC order be overturned."
12,6,Four people die in a mass shooting by a Saudi aviation student that was being trained by the U.S. military.
12,6,"The U.S. unemployment rate drops to 3.5%, the lowest in 50 years."
12,6,"Kansas City, Missouri becomes the first city in the U.S. to approve free public transportation."
12,6,The House of Representatives approves 228—187 to restore parts of the Voting Rights Act of 1965. President Trump threatens to veto if the bill is approved by the Senate.
12,8,rapper Juice WRLD aka Jarad Anthony Higgins dies from a drug overdose.
12,9,"The Inspector General of the Department of Justice issues a report that concludes that the FBI investigation into the 2016 Trump campaign was legally justified and conducted without political bias, but reprimands the FBI for abusing its authority regarding Foreign Intelligence Surveillance Court (FISA) warrants."
12,9,Sports Illustrated names soccer star Megan Rapinoe Sportsperson of the Year.
12,10,"Democrats in the House of Representatives announce formal charges against President Trump that accuse him of abusing power and obstructing Congress, making him the fourth U.S. president in history to face impeachment."
12,10,"A mass shooting occurs at a kosher grocery store in Jersey City, New Jersey. The attack is officially designated domestic terrorism two days later."
12,11,"The World Trade Organization (WTO) is left unable to intervene in trade disputes, after the U.S. blocks the appointment of new panel members."
12,11,"Kentucky Governor Matt Bevin controversially pardons or commutes sentences for 428 convicts, including child rapists and murderers; one commutation was for the brother of a family that raised $21,500 to pay off Bevin's campaign debt."
12,11,Time magazine names climate activist Greta Thunberg Person of the Year
12,12,The Federal Communications Commission approves a proposal to designate 988 as the hotline phone number of the National Suicide Prevention Lifeline.
12,12,"Clark Waddoups, a federal judge in the Utah District Court rules that American Samoans are U.S. citizens and should be granted U.S. passports."
12,13,"Construction begins on the Navy oiler USNS Harvey Milk (T-AO-206), named for LGBTQ leader Harvey Milk."
12,15,Hallmark Channel faces a backlash after pulling ads that show same-sex couples celebrating marriages. The backlash caused an almost immediate reversal of the plan.
12,16,Boeing announces that it will suspend production of the Boeing 737 MAX—which was involved in two accidents earlier this year—in January 2020.
12,16,"A dozen people are killed by winter storms in Kansas, Nebraska, and Missouri. 27 tornadoes hit Alabama, Mississippi, and Louisiana, killing three in northern Alabama and one in Vernon Parish, Louisiana."
12,17,A former employee of the Church of Jesus Christ of Latter-day Saints alleges that the Church illegally built a $100 billion investment fund intended for charitable purposes and owes billions in taxes. The Church denies the allegations.
12,17,"New Jersey Governor Phil Murphy signs a bill restoring voting rights to 80,000 people who are on parole or probation, joining 17 other states with similar laws. Governor Murphy later signs a law making New Jersey the fifteenth state to grant driver's licenses for illegal immigrants in the United States on December 19."
12,18,"The U.S. House of Representatives votes largely along party lines to forward two articles of impeachment against President Donald Trump to the Senate, accusing him of abuse of power and obstructing Congress. Donald Trump becomes the third U.S. president to be impeached by the House."
12,18,The Fifth Circuit Court of Appeals rules 2-1 to uphold a lower court ruling that the individual mandate in the Patient Protection and Affordable Care Act is unconstitutional.
12,18,"The Government Accountability Office raises ethics questions about a federal contract awarded by the Department of Transportation to Boone County, Kentucky that appears to be designed to help the reelection campaign of Senate Majority Leader Mitch McConnell."
12,19,"For the first time in U.S. history, the economy starts and ends a decade without a recession, avoiding a recession for an entire calendar decade."
12,19,"The House of Representatives approves the United States–Mexico–Canada Agreement (USMCA), the North American trade deal set to replace NAFTA."
12,19,"U.S. Steel announces it will lay off 1,545 workers at its Great Lakes Works production plants near Detroit, MI."
12,19,"Washington state legislator Matt Shea (R-Spokane Valley) is accused of domestic terrorism on three occasions, including for his participation in the 2016 Bundy-family takeover of a wildlife refuge in Oregon."
12,19,"The sixth Democratic presidential debate is held in Los Angeles, hosted by Politico and PBS. Seven candidates participate."
12,19,Camille Schrier of Virginia wins the Miss America 2020 beauty pageant.
12,20,"The United States Space Force (USSF) is founded, becoming the sixth U.S. military service branch and the first new service branch in 72 years."
12,20,"The federal government authorizes, for the first time, the use of federal funds to research geoengineering."
12,21,White Sands National Park becomes the 62nd National Park in the United States.
12,22,"Two days after a failed launch, the Boeing CST-100 Starliner makes a soft landing in New Mexico."
12,22,"At least 13 people are injured during a shooting at a memorial for an earlier shooting victim in Englewood, Chicago, IL."
12,22,"Fog and ice cause a 69-car pileup westbound on I-64 near Williamsburg, Virginia. 51 people are injured. Two died and 46 were injured when a similar accident involving 30 vehicles took place on December 18 along I-80 in White Deer Township, Union County, Pennsylvania."
12,23,"Business Insider reports that 9,300 retail stores will close by the end of the year, including all 2,500 of Payless ShoeSource, 805 of Gymboree, 650 of DressBarn, and 520 of Charlotte Russe."
12,23,Former Congressman Dennis Kucinich endorses Tulsi Gabbard's 2020 presidential campaign.
12,23,"Twenty horses are shot and killed in Floyd County, Kentucky."
12,25,Ambassador Daniel Lewis Foote is recalled from Zambia after defending gay rights and denouncing corruption.
12,27,A judge temporarily blocks a North Carolina law that requires voter ID. Democratic Attorney General Josh Stein is undecided as to whether to appeal.
12,27,"The Food and Drug Administration officially raises the legal age for tobacco products, e-cigarettes, and vaping cartridges from 18 to 21."
12,27,"An article in The Washington Post accuses former American Cardinal Theodore Edgar McCarrick of paying bribes totaling US$600,000 to Pope John Paul II ($50,000) and Pope Benedict XVI ($291,000) and 100 Vatican employees to cover-up sexual misconduct accusations against him."
12,28,Police in New York City are reported to have investigated at least five and possibly eight cases of antisemitic attacks during the week. These follow shootings at a Kosher grocery store and a Jewish cemetery in Jersey City just two weeks earlier.
12,30,Former president Barack Obama and incumbent president Donald Trump tie in Gallup's most admired man and woman poll. Michelle Obama is chosen as the most admired woman.
12,30,91 groups with connections to public lands send a letter to Secretary of the Interior David Bernhardt demanding that acting Bureau of Land Management director William Perry Pendley resign or be removed from office.
12,31,"Thousands protest outside the U.S. Embassy in Baghdad, Iraq, in response to an airstrike that killed 25 on December 27."
12,31,"Illinois Governor J. B. Pritzker pardons 11,017 low-level marijuana convictions."
